id;type;score;bedrooms;type_bedroom;beds;type_bed;baths;type_bath;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm;license
45989931;Home in Madrid ;;1;bedroom;2;bed;1;shared_bath;372804708;Nieves;Carabanchel;Buenavista;4.037.193;-375.665;Private room;425;1;0;;;1;0;0;
46325060;Hostel in Madrid ;;1;bedroom;1;bed;1;bath;374537819;Laura;Fuencarral - El Pardo;Valverde;4.048.561;-369.162;Private room;66;1;2;10/23/2022;0.1;4;322;0;500/2020/05881
46084732;Serviced apartment in Madrid ;;1;bedroom;2;bed;1;bath;96795800;Madrid Rental Flats;ChamberÃ­;Almagro;4.043.493;-369.228;Entire home/apt;118;30;0;;;25;227;0;
46423615;Hostel in Madrid ;;1;bedroom;1;bed;1;private_bath;230926786;Hostal;Centro;Universidad;4.042.385;-370.159;Private room;70;1;0;;;3;63;0;
46442448;Hostel in Madrid ;;1;bedroom;1;bed;1;private_bath;230926786;Hostal;Centro;Universidad;4.042.321;-370.192;Private room;201;1;1;9/10/2021;0.04;3;59;0;
46499166;Home in Madrid ;;1;bedroom;1;bed;1.5;bath;39136611;Wunderhouse;Centro;Justicia;404.242;-369.972;Private room;30;1;0;;;1;346;0;
46256315;Rental unit in Madrid ;;1;bedroom;1;bed;1.5;bath;232520062;Alexander;Centro;Universidad;4.042.971;-371.295;Private room;81;30;0;;;34;0;0;
46939216;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;312869399;Rosa Y Cristina;Centro;Embajadores;4.041.117;-370.112;Entire home/apt;90;25;1;9/02/2023;0.29;2;363;1;
46978748;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;10648744;60 Balconies;Centro;Justicia;4.042.278;-369.306;Entire home/apt;120;5;0;;;3;152;0;
47083186;Rental unit in Madrid ;;1;bedroom;3;bed;1;bath;54623373;Lara;Centro;Cortes;4.041.738;-369.488;Entire home/apt;127;2;1;1/13/2022;0.04;11;364;0;
46843887;Serviced apartment in Madrid ;;1;bedroom;1;bed;1;bath;17011402;Nicolas;Centro;Palacio;4.042.005;-371.068;Entire home/apt;3000;4;1;12/30/2020;0.03;10;353;0;
47286503;Serviced apartment in Madrid ;;1;bedroom;1;bed;1.5;shared_bath;380170813;Jonathan;ChamartÃ­n;Castilla;4.047.707;-368.338;Private room;109;15;2;10/01/2022;0.06;1;0;0;
47304919;Rental unit in Madrid ;;1;bedroom;0;bed;1;shared_bath;243151987;Jose;ChamberÃ­;Rios Rosas;4.044.444;-370.048;Private room;16;4;0;;;1;0;0;
46923363;Rental unit in Madrid ;;1;bedroom;0;bed;1;shared_bath;204730281;Arantxa;Usera;Orcasur;4.036.913;-369.727;Private room;19;365;1;7/22/2023;0.2;45;317;1;
47829574;Rental unit in Madrid ;;1;bedroom;2;bed;2;bath;102196656;Welcomergroup;Centro;Justicia;4.042.599;-369.537;Entire home/apt;5000;1;0;;;27;365;0;
47543761;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;331742624;Williams;Centro;Sol;404.185;-370.016;Entire home/apt;76;1;2;12/25/2022;0.06;5;338;1;VT-5908
47569019;Rental unit in Madrid ;;1;bedroom;0;bed;1;shared_bath;384018385;Patricia Dolores;Villa de Vallecas;Casco HistÃ³rico de Vallecas;4.037.577;-362.203;Private room;60;1;0;;;2;363;0;
47569170;Rental unit in Madrid ;;1;bedroom;0;bed;1;shared_bath;384018385;Patricia Dolores;Villa de Vallecas;Casco HistÃ³rico de Vallecas;40.368;-359.248;Private room;50;1;0;;;2;363;0;
47738729;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;54623373;Lara;Centro;Cortes;4.041.773;-369.336;Private room;100;1;1;6/01/2023;0.15;11;364;1;
47779322;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;102196656;Welcomergroup;Centro;Embajadores;4.040.762;-370.916;Entire home/apt;135;1;1;4/18/2022;0.05;27;227;0;
47780002;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;102196656;Welcomergroup;Centro;Embajadores;4.040.789;-371.087;Entire home/apt;134;1;2;4/13/2022;0.06;27;227;0;
48038833;Rental unit in Madrid ;;1;bedroom;4;bed;1;shared_bath;123778623;Cris;Puente de Vallecas;San Diego;4.038.685;-366.965;Shared room;18;25;2;4/02/2021;0.06;6;235;0;
48075156;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;144246035;Rosa;ChamberÃ­;Almagro;4.042.866.135;-3.694.408.894;Entire home/apt;89;10;0;;;12;304;0;
48079238;Rental unit in Madrid ;;1;bedroom;2;bed;1.5;bath;3001067;Altagracia;Latina;Campamento;4.039.687;-377.302;Private room;109;2;0;;;1;0;0;
48084516;Rental unit in Madrid ;;1;bedroom;1;bed;2;shared_bath;61791729;Maria;Centro;Universidad;4.043.016;-371.425;Private room;12;180;0;;;1;75;0;
48094142;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;196401392;Walter;Usera;Pradolongo;4.038.249;-370.555;Private room;17;3;1;9/24/2021;0.04;1;328;0;
48578363;Hostel in Madrid ;;1;bedroom;1;bed;1;shared_bath;380390897;Modular;Centro;Embajadores;4.041.257;-370.426;Shared room;64;1;2;10/15/2022;0.11;6;350;0;
48640556;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;2987457;Maria;TetuÃ¡n;Castillejos;4.045.711;-369.697;Private room;92;1;0;;;14;270;0;
48227429;Serviced apartment in Madrid ;;1;bedroom;1;bed;1;bath;17011402;Nicolas;Centro;Palacio;4.042.174;-370.894;Entire home/apt;3000;4;1;10/24/2021;0.04;10;355;0;
48291082;Rental unit in Madrid ;;1;bedroom;3;bed;1;bath;389603458;Apartamentos Suite;Centro;Cortes;4.041.513;-369.914;Entire home/apt;120;2;1;2/26/2023;0.1;1;103;1;
48797104;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;106591951;Luxa Home;Salamanca;Goya;404.266;-36.764;Entire home/apt;415;2;0;;;56;0;0;
48808804;Rental unit in Madrid ;;1;bedroom;0;bed;1.5;shared_bath;393735624;Manuel;ChamberÃ­;Trafalgar;4.043.005;-3.699;Private room;80;180;0;;;1;0;0;
48837496;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;106591951;Luxa Home;Salamanca;Goya;4.042.647;-367.641;Entire home/apt;390;2;1;5/13/2021;0.03;56;361;0;
49253784;Serviced apartment in Madrid ;;1;bedroom;1;bed;1;bath;17011402;Nicolas;Centro;Palacio;4.042.163;-371.043;Entire home/apt;3000;4;0;;;10;359;0;
49274047;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;194917468;Oscar;Carabanchel;Buenavista;4.037.154;-375.408;Private room;500;1;1;4/29/2021;0.03;1;0;0;
49036370;Rental unit in Madrid ;;1;bedroom;1;bed;1;private_bath;395277454;Carlos;Puente de Vallecas;San Diego;4.038.628;-366.877;Private room;65;1;1;8/29/2021;0.04;1;1;0;
49050552;Loft in Madrid ;;1;bedroom;1;bed;1;bath;395590938;Antonio;Hortaleza;Valdefuentes;4.050.538;-365.752;Entire home/apt;100;2;1;6/10/2021;0.03;1;0;0;
49445320;Rental unit in Madrid ;;1;bedroom;1;bed;2;bath;50733368;Cesar;Salamanca;Goya;4.042.667;-367.745;Private room;88;7;0;;;1;0;0;
49147482;Condo in Madrid ;;1;bedroom;1;bed;1;shared_bath;19604771;Susana;Centro;Embajadores;4.040.878;-369.667;Shared room;48;3;0;;;1;310;0;
49173577;Boutique hotel in Madrid ;;1;bedroom;1;bed;1.5;shared_bath;301232803;Le Petit PalÃ¼ -Fuencarral;Centro;Universidad;4.042.108;-370.179;Private room;106;1;2;10/29/2022;0.11;6;0;0;m8789
49508229;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;67894961;Edith;Centro;Universidad;4.042.212;-370.685;Entire home/apt;180;30;0;;;1;364;0;
49561148;Hostel in Madrid ;;1;bedroom;1;bed;1.5;bath;399808799;Margarita;Centro;Sol;4.041.846;-370.806;Private room;112;1;1;7/05/2021;0.03;5;65;0;
49565014;Hostel in Madrid ;;1;bedroom;1;bed;1;private_bath;399808799;Margarita;Centro;Sol;4.041.636;-370.789;Private room;204;1;2;11/07/2021;0.06;5;66;0;
49565329;Hostel in Madrid ;;1;bedroom;1;bed;1;private_bath;399808799;Margarita;Centro;Sol;4.041.643;-370.806;Private room;165;1;1;7/18/2021;0.03;5;76;0;
49601483;Home in Madrid ;;1;bedroom;1;bed;1;shared_bath;35532568;Rocio;Ciudad Lineal;Ventas;4.042.652;-365.994;Private room;350;30;0;;;1;0;0;
49895335;Rental unit in Madrid ;;1;bedroom;1;bed;0;shared_bath;86662970;Igor;Ciudad Lineal;San Juan Bautista;4.045.356;-365.638;Private room;200;1;0;;;1;365;0;
49608304;Bed and breakfast in Madrid ;;1;bedroom;2;bed;1;private_bath;399319608;JosÃ© Luis;Centro;Cortes;404.191;-369.924;Private room;117;1;1;2/26/2022;0.05;5;319;0;
49610169;Bed and breakfast in Madrid ;;1;bedroom;0;bed;1;shared_bath;399319608;JosÃ© Luis;Centro;Cortes;4.041.934;-369.912;Private room;106;1;2;10/02/2022;0.11;5;333;0;
49610271;Bed and breakfast in Madrid ;;1;bedroom;0;bed;1;shared_bath;399319608;JosÃ© Luis;Centro;Justicia;404.207;-369.939;Private room;70;1;1;5/31/2023;0.15;5;247;1;17222
49645907;Rental unit in Madrid ;;1;bedroom;3;bed;1;bath;392790154;Apartamentos Temporales;Retiro;Adelfas;4.040.112;-366.967;Entire home/apt;100;7;2;7/14/2022;0.08;39;165;0;
49946176;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;402753956;Noha;Hortaleza;Valdefuentes;4.048.325;-366.099;Private room;50;5;0;;;1;173;0;
49954706;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.039.945;-364.171;Private room;18;7;2;7/31/2023;0.12;17;166;1;
49964616;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;78661027;Leda Lis;San Blas - Canillejas;Simancas;40.433.872;-3.625.027;Private room;26;1;2;11/12/2023;1.09;1;82;2;
49718595;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;275250453;Alvaro;ChamberÃ­;Trafalgar;40.433.649;-37.007.001;Entire home/apt;150;3;1;1/01/2023;0.09;1;356;1;
49977143;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;200171094;Monica.;Centro;Universidad;4.042.399;-370.265;Entire home/apt;90;7;2;9/08/2023;0.39;7;227;2;
49742460;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;400123061;Maeva;TetuÃ¡n;Castillejos;4.045.937;-369.397;Entire home/apt;9999;1;0;;;3;365;0;
50023318;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;40.399;-363.954;Private room;20;7;1;8/31/2022;0.06;17;0;0;
49784106;Hostel in Madrid ;;1;bedroom;2;bed;1;private_bath;399808799;Margarita;Centro;Palacio;404.179;-370.929;Private room;204;2;0;;;5;91;0;
50037533;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.039.887;-364.119;Private room;18;4;1;8/31/2022;0.06;17;0;0;
49803551;Hostel in Madrid ;;1;bedroom;1;bed;1;private_bath;399808799;Margarita;Centro;Palacio;4.041.652;-370.914;Private room;140;2;0;;;5;84;0;
50041406;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.039.823;-363.999;Private room;18;7;2;7/05/2022;0.07;17;0;0;
50041723;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.040.036;-364.018;Private room;17;7;0;;;17;0;0;
50045702;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;Vinateros;4.040.628;-364.956;Private room;18;7;0;;;17;0;0;
49837815;Condo in Madrid ;;1;bedroom;1;bed;1;shared_bath;90960105;Fran;TetuÃ¡n;Cuatro Caminos;4.045.601;-370.211;Private room;18;180;0;;;3;288;0;
50076413;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;Vinateros;4.040.666;-36.485;Private room;17;7;2;6/30/2022;0.07;17;0;0;
50077174;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;Vinateros;4.040.617;-364.961;Private room;20;7;1;7/24/2022;0.06;17;0;0;
49849833;casa particular in Madrid ;;1;bedroom;1;bed;1;shared_bath;402022332;Monica;Latina;CÃ¡rmenes;4.040.527;-372.405;Private room;300;1;0;;;1;365;0;
50094415;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;43035746;Tito Luis;ChamberÃ­;Arapiles;4.043.455;-370.641;Private room;30;30;2;8/04/2021;0.07;5;0;0;
50099246;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;67881126;Martin;Centro;Palacio;4.042.126;-371.101;Entire home/apt;70;4;0;;;2;283;0;
50367713;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;65697413;Jose;Latina;Puerta del Angel;4.041.576;-3.724.778;Entire home/apt;45;120;1;12/20/2021;0.04;4;318;0;
50197502;Bed and breakfast in Madrid ;;1;bedroom;1;bed;1.5;shared_bath;205664730;Rous;Usera;MoscardÃ³;4.038.605;-370.428;Private room;39;1;0;;;1;136;0;
50416327;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;Vinateros;4.040.424;-364.031;Private room;19;7;0;;;17;166;0;
50426114;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;404.019;-363.901;Private room;19;7;0;;;17;0;0;
50426799;Rental unit in Madrid ;;1;bedroom;1;bed;1;private_bath;16944831;AndrÃ©s;Moratalaz;Vinateros;4.040.411;-363.959;Private room;24;7;1;9/05/2021;0.04;17;166;0;
50427145;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.040.105;-364.303;Private room;18;7;0;;;17;0;0;
50427903;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.040.133;-364.314;Private room;18;7;2;8/30/2021;0.07;17;0;0;
50428217;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.040.112;-364.289;Private room;20;7;0;;;17;0;0;
50429091;Condo in Madrid ;;1;bedroom;2;bed;1;shared_bath;407424744;Esly Nagay;San Blas - Canillejas;HellÃ­n;4.042.642;-362.488;Private room;45;1;2;4/15/2022;0.07;1;332;0;
50234302;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;16944831;AndrÃ©s;Moratalaz;FontarrÃ³n;4.040.214;-363.932;Private room;20;7;0;;;17;166;0;
50459403;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;346367515;Ukio;Centro;Universidad;4.042.743;-370.259;Entire home/apt;127;31;0;;;237;244;0;
50245194;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;344059091;Maria;ChamartÃ­n;El Viso;4.044.322;-368.032;Entire home/apt;95;30;0;;;1;258;0;
50501599;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;407997386;Juan;Centro;Universidad;404.276;-370.987;Entire home/apt;78;14;1;2/26/2023;0.1;5;317;1;
50544033;Rental unit in Madrid ;;1;bedroom;1;bed;1.5;bath;47924070;AndrÃ©s;Moncloa - Aravaca;ArgÃ¼elles;4.043.274;-371.814;Entire home/apt;123;3;2;11/26/2023;1.09;1;240;2;
50559605;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;4881109;Camila;Moncloa - Aravaca;ArgÃ¼elles;4.043.066;-371.757;Entire home/apt;47;32;1;7/31/2023;0.22;1;75;1;
50560154;Hotel in Madrid ;;1;bedroom;1;bed;1;private_bath;408505882;Hotel Suites Feria De Madrid;Hortaleza;Canillas;4.045.782;-364.577;Private room;579;1;2;7/13/2021;0.07;9;0;0;
50584532;Rental unit in Madrid ;;1;bedroom;1;bed;2;shared_bath;35071785;Fernando;ChamberÃ­;Vallehermoso;4.044.019;-371.586;Private room;26;30;0;;;1;167;0;
50618869;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;374853207;Edison;Centro;Palacio;404.217;-371.119;Entire home/apt;52;32;1;5/20/2023;0.14;4;332;1;
50630801;Hotel in Madrid ;;1;bedroom;1;bed;1;private_bath;408505882;Hotel Suites Feria De Madrid;Hortaleza;Canillas;4.045.812;-364.732;Private room;184;1;0;;;9;0;0;
50630820;Hotel in Madrid ;;1;bedroom;1;bed;1;private_bath;408505882;Hotel Suites Feria De Madrid;Hortaleza;Canillas;4.045.843;-364.776;Private room;196;1;0;;;9;0;0;
50631013;Hotel in Madrid ;;1;bedroom;1;bed;1.5;bath;408505882;Hotel Suites Feria De Madrid;Hortaleza;Piovera;4.045.659;-364.616;Private room;171;1;0;;;9;0;0;
50343657;Rental unit in Madrid ;;1;bedroom;1;bed;2;bath;402747041;Jennyfergmail;VicÃ¡lvaro;Casco HistÃ³rico de VicÃ¡lvaro;4.039.818;-360.199;Private room;38;15;2;6/30/2022;0.1;2;364;0;
50677445;Loft in Madrid ;;1;bedroom;1;bed;1.5;bath;52306837;Sherry;San Blas - Canillejas;Simancas;4.044.042;-362.496;Entire home/apt;199;7;1;9/05/2021;0.04;4;0;0;
50657605;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;374853207;Edison;Centro;Palacio;4.042.197;-371.097;Entire home/apt;61;30;0;;;4;135;0;
50740697;Condo in Madrid ;;1;bedroom;1;bed;1;bath;296074819;Javier;ChamberÃ­;Almagro;4.043.357;-369.724;Entire home/apt;76;4;1;7/22/2021;0.03;4;8;0;
50753480;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;299513223;Karenn Fernanda;Centro;Embajadores;4.041.007;-36.991;Entire home/apt;54;1;1;9/19/2022;0.07;2;104;0;
51007841;Rental unit in Madrid ;;1;bedroom;1;bed;1.5;bath;223164507;Sofia;ChamberÃ­;Vallehermoso;4.044.393;-370.944;Private room;48;2;1;6/05/2022;0.05;1;352;0;
51012449;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;15346828;Hugo;Centro;Palacio;404.099;-371.299;Entire home/apt;73;7;0;;;3;0;0;
51161504;Loft in Madrid ;;1;bedroom;2;bed;1;bath;27532133;Lara;Centro;Universidad;4.042.615;-370.693;Entire home/apt;90;3;0;;;2;352;0;
50862705;Serviced apartment in Madrid ;;1;bedroom;1;bed;1;bath;344543262;Gran VÃ­a Suites;Centro;Sol;4.041.977;-369.998;Entire home/apt;194;1;1;2/17/2022;0.04;5;278;0;
50885011;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;519945528;Ava And Team;Hortaleza;Piovera;4.046.046;-363.654;Entire home/apt;87;30;0;;;15;271;0;
50885132;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;519945528;Ava And Team;Hortaleza;Piovera;4.046.096;-363.625;Entire home/apt;92;30;1;10/21/2023;0.54;15;357;1;
50885429;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;519945528;Ava And Team;ChamartÃ­n;Castilla;404.671;-368.906;Entire home/apt;76;30;0;;;15;339;0;
51186204;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;346367515;Ukio;ChamberÃ­;Trafalgar;4.043.107;-370.289;Entire home/apt;124;31;1;8/16/2021;0.04;237;322;0;
51209977;Rental unit in Madrid ;;1;bedroom;1;bed;1.5;bath;414513440;Julio;Centro;Justicia;4.042.373;-370.021;Entire home/apt;98;7;1;8/14/2022;0.06;1;32;0;
51239570;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;63135524;Ãlvaro;San Blas - Canillejas;Rejas;4.044.496;-358.471;Entire home/apt;120;3;1;4/06/2023;0.12;2;31;1;117/2003/04828
51259702;Condo in Madrid ;;1;bedroom;2;bed;1;bath;45745512;Zuly;Centro;Embajadores;40.410.782;-369.997;Entire home/apt;115;2;1;9/12/2021;0.04;2;61;0;En trÃ¡mite!
51282926;Rental unit in Madrid ;;1;bedroom;1;bed;2;bath;413688439;Fanny;VicÃ¡lvaro;Casco HistÃ³rico de VicÃ¡lvaro;4.040.381;-359.653;Private room;35;2;1;10/11/2021;0.04;1;89;0;
51589819;minsu in Madrid ;;1;bedroom;1;bed;1;shared_bath;11502216;Daniela;ChamberÃ­;Trafalgar;404.357;-370.192;Private room;65;5;1;7/31/2023;0.22;3;74;1;
51602462;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;11769281;Giuliana & Mario;San Blas - Canillejas;Canillejas;4.043.689;-360.857;Private room;27;3;1;10/08/2021;0.04;24;360;0;
51628007;Condo in Madrid ;;1;bedroom;2;bed;1;bath;418240284;Catalina;Centro;Palacio;4.042.178;-3.708.538;Entire home/apt;125;1;1;11/16/2023;1;2;4;1;
51428145;Hostel in Madrid ;;1;bedroom;6;bed;1;private_bath;414244011;The Central House Madrid;Centro;Embajadores;4.041.175;-370.649;Private room;246;1;1;5/01/2022;0.05;14;238;0;
51476305;Hostel in Madrid ;;1;bedroom;3;bed;1;private_bath;414244011;The Central House Madrid;Centro;Embajadores;40.41;-370.677;Private room;146;1;0;;;14;178;0;ESB87885356
51723737;Hotel in Madrid ;;1;bedroom;1;bed;1;shared_bath;419030788;CasÃ³n Del Tormes;Centro;Palacio;40.422.291;-3.711.508;Private room;102;1;1;4/15/2023;0.12;6;205;1;
51724597;Hotel in Madrid ;;1;bedroom;1;bed;1;shared_bath;419030788;CasÃ³n Del Tormes;Centro;Palacio;40.422.291;-3.711.508;Private room;112;1;0;;;6;206;0;
51724692;Hotel in Madrid ;;1;bedroom;2;bed;1;private_bath;419030788;CasÃ³n Del Tormes;Centro;Palacio;40.422.291;-3.711.508;Private room;112;1;1;7/24/2023;0.21;6;205;1;
51724736;Hotel in Madrid ;;1;bedroom;1;bed;1;shared_bath;419030788;CasÃ³n Del Tormes;Centro;Palacio;40.422.291;-3.711.508;Private room;132;1;0;;;6;206;0;
51724773;Hotel in Madrid ;;1;bedroom;2;bed;1;private_bath;419030788;CasÃ³n Del Tormes;Centro;Palacio;40.422.291;-3.711.508;Private room;129;1;0;;;6;207;0;
51724813;Hotel in Madrid ;;1;bedroom;3;bed;1;private_bath;419030788;CasÃ³n Del Tormes;Centro;Palacio;40.422.291;-3.711.508;Private room;161;1;1;7/13/2023;0.19;6;205;1;
51495878;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;349744031;Javier;ChamberÃ­;Trafalgar;4.043.126;-370.108;Entire home/apt;80;3;1;8/18/2021;0.04;2;150;0;
51823683;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;11262545;Luis Miguel;Arganzuela;Chopera;4.039.656.782;-3.703.272.649;Private room;81;1;0;;;2;364;0;
51758534;Rental unit in Madrid ;;1;bedroom;1;bed;2;bath;346367515;Ukio;Centro;Universidad;4.042.323;-370.178;Entire home/apt;135;31;0;;;237;113;0;
51862753;Hostel in Madrid ;;1;bedroom;1;bed;1;private_bath;214233051;Pedro Luis;Centro;Sol;4.041.704.903;-3.700.535.832;Private room;69;1;0;;;4;319;0;
52244991;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;11769281;Giuliana & Mario;San Blas - Canillejas;Canillejas;4.043.902;-361.195;Private room;28;3;1;11/01/2021;0.04;24;364;0;
52245130;Rental unit in Madrid ;;1;bedroom;0;bed;1;shared_bath;230253503;Nubia;San Blas - Canillejas;Simancas;4.043.521;-361.241;Private room;38;180;2;9/02/2022;0.09;6;364;0;
51938254;Rental unit in Madrid ;;1;bedroom;1;bed;2;bath;402747041;Jennyfergmail;Puente de Vallecas;Portazgo;4.039.303;-365.008;Private room;36;3;0;;;2;365;0;
52250280;Rental unit in Madrid ;;1;bedroom;2;bed;1;bath;377605855;MIT House;Salamanca;Guindalera;4.043.201;-366.672;Entire home/apt;101;1;2;10/21/2021;0.08;291;333;0;VT-5102
51956459;Serviced apartment in Madrid ;;1;bedroom;1;bed;1;bath;31772865;CituSpace;TetuÃ¡n;Castillejos;404.592;-36.958;Entire home/apt;171;1;1;8/13/2023;0.24;42;244;1;
52257413;Rental unit in Madrid ;;1;bedroom;1;bed;0;bath;55987532;Leyda;Arganzuela;Palos de Moguer;4.040.552;-369.793;Private room;73;7;1;6/06/2022;0.05;1;72;0;
51995707;Rental unit in Madrid ;;1;bedroom;1;bed;2;shared_bath;24595812;Rosa;Centro;Embajadores;4.041.364;-370.645;Private room;20;30;1;8/31/2023;0.28;6;177;1;
52284225;casa particular in Madrid ;;1;bedroom;1;bed;1;shared_bath;130766591;Cristiane;Centro;Sol;40.416.569;-3.708.478;Private room;45;30;2;11/27/2022;0.08;1;275;0;
52294997;Rental unit in Madrid ;;1;bedroom;1;bed;2;bath;346367515;Ukio;Centro;Embajadores;4.041.068;-370.701;Entire home/apt;127;31;0;;;237;131;0;
52314351;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;331982718;Gema;Centro;Universidad;4.042.393;-370.472;Private room;25;90;2;7/31/2023;0.12;23;227;1;
52315398;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.784;-370.983;Private room;227;1;0;;;7;0;0;B-16524639
52315546;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.721;-37.098;Private room;344;1;0;;;7;0;0;B-16524639
52078929;Rental unit in Madrid ;;1;bedroom;3;bed;1;bath;54623373;Lara;Centro;Cortes;4.041.869;-369.658;Entire home/apt;150;2;2;7/17/2023;0.09;11;107;1;
52318037;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.758;-370.943;Private room;191;1;0;;;7;0;0;B-16524639
52318055;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.718;-370.915;Private room;212;1;0;;;7;0;0;B-16524639
52318074;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.946;-370.901;Private room;371;1;0;;;7;0;0;B-16524639
52318104;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.719;-3.71;Private room;323;1;0;;;7;0;0;B-16524639
52318140;Hotel in Madrid ;;1;bedroom;1;bed;1;bath;421846280;OD Madrid;Centro;Palacio;4.041.924;-37.083;Private room;470;1;0;;;7;0;0;B-16524639
52357469;Rental unit in Madrid ;;1;bedroom;1;bed;1;bath;32046323;Ivory;Salamanca;Lista;404.306;-36.759;Entire home/apt;95;30;0;;;11;201;0;
52172733;Hostel in Madrid ;;1;bedroom;3;bed;1;private_bath;3048290;Antonio;Centro;Universidad;4.042.214;-370.612;Private room;98;2;1;9/28/2021;0.04;18;344;0;
52188992;Rental unit in Madrid ;;1;bedroom;1;bed;1;shared_bath;177388799;Dennis;San Blas - Canillejas;Canillejas;4.044.524;-36.121;Private room;40;1;2;10/22/2022;0.14;1;76;0;
52213338;Condo in Madrid ;;1;bedroom;1;bed;1;shared_bath;90960105;Fran;TetuÃ¡n;Berruguete;4.045.634;-370.396;Private room;18;90;2;7/08/2023;0.17;3;162;2;
